registry,package,downloads,latest_version,version_count,stable_version_count,first_release,latest_release,github_url,registry_url,doc_site_url,readme_file,has_readme,docs_folder_count,docs_folder_files,error
rubygems,bcrypt,408763964.0,3.1.22,56,52,2014-02-21,2026-03-18,https://github.com/codahale/bcrypt-ruby,https://rubygems.org/gems/bcrypt,https://rubydoc.info/gems/bcrypt,README.md,Yes,0,,
rubygems,crack,408033397.0,1.0.1,21,21,2009-07-25,2025-10-22,https://github.com/jnunemaker/crack,https://rubygems.org/gems/crack,https://rubydoc.info/gems/crack,README.md,Yes,0,,
rubygems,faraday-retry,404156360.0,2.4.0,13,13,2022-01-02,2025-12-25,https://github.com/lostisland/faraday-retry,https://rubygems.org/gems/faraday-retry,http://www.rubydoc.info/gems/faraday-retry/2.4.0,README.md,Yes,0,,
rubygems,rspec-rails,403443148.0,8.0.4,175,116,2009-07-25,2026-03-11,https://github.com/rspec/rspec-rails,https://rubygems.org/gems/rspec-rails,https://rspec.info/documentation/,README.md,Yes,0,,
rubygems,logger,399224543.0,1.7.0,20,20,2019-01-11,2025-03-27,https://github.com/ruby/logger,https://rubygems.org/gems/logger,https://rubydoc.info/gems/logger,README.md,Yes,0,,
rubygems,retriable,398945499.0,5.0.1,40,35,2012-02-10,2026-08-28,https://github.com/kamui/retriable,https://rubygems.org/gems/retriable,https://github.com/kamui/retriable,README.md,Yes,6,docs/adr/0001-copy-on-write-config-publication.md; docs/agents/domain.md; docs/agents/issue-tracker.md; docs/agents/triage-labels.md; docs/migration.md; docs/testing.md,
rubygems,sawyer,396792426.0,0.9.3,25,25,2012-09-25,2025-10-23,https://github.com/lostisland/sawyer,https://rubygems.org/gems/sawyer,https://www.rubydoc.info/gems/sawyer/0.9.3,README.md,Yes,0,,
rubygems,listen,396407401.0,3.10.0,115,110,2012-01-28,2026-01-16,https://github.com/guard/listen,https://rubygems.org/gems/listen,https://www.rubydoc.info/gems/listen/3.10.0,README.md,Yes,0,,
rubygems,faraday-excon,393793312.0,2.4.0,7,7,2021-04-12,2025-10-13,https://github.com/excon/faraday-excon,https://rubygems.org/gems/faraday-excon,https://rubydoc.info/gems/faraday-excon,README.md,Yes,0,,
rubygems,faraday-net_http_persistent,389854634.0,2.3.1,12,12,2021-03-15,2025-06-17,https://github.com/lostisland/faraday-net_http_persistent,https://rubygems.org/gems/faraday-net_http_persistent,https://github.com/lostisland/faraday-net_http_persistent,README.md,Yes,0,,
rubygems,octokit,389392733.0,10.0.0,141,135,2011-01-06,2025-04-24,https://github.com/octokit/octokit.rb,https://rubygems.org/gems/octokit,https://www.rubydoc.info/gems/octokit/10.0.0,README.md,Yes,0,,
rubygems,faraday-multipart,389326082.0,1.2.0,8,8,2022-01-04,2025-12-25,https://github.com/lostisland/faraday-multipart,https://rubygems.org/gems/faraday-multipart,http://www.rubydoc.info/gems/faraday-multipart/1.2.0,README.md,Yes,0,,
rubygems,aws-sdk,383208381.0,3.3.0,1207,1176,2011-07-14,2025-06-02,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk,https://aws.amazon.com/sdk-for-ruby/,,No,0,,
rubygems,net-ssh,381119067.0,7.3.3,162,97,2009-07-25,2026-06-27,https://github.com/net-ssh/net-ssh,https://rubygems.org/gems/net-ssh,https://rubydoc.info/gems/net-ssh,README.md,Yes,0,,
rubygems,knapsack,379678028.0,4.0.0,59,59,2014-07-04,2021-08-05,https://github.com/knapsackpro/knapsack,https://rubygems.org/gems/knapsack,https://github.com/knapsackpro/knapsack,README.md,Yes,8,docs/images/logos/knapsack-@2.png; docs/images/logos/knapsack-big.png; docs/images/logos/knapsack-logo-@2.png; docs/images/logos/knapsack-logo-big.png; docs/images/logos/knapsack-logo.png; docs/images/logos/knapsack.png; docs/images/with_knapsack.png; docs/images/without_knapsack.png,
rubygems,representable,375198093.0,3.2.0,99,91,2011-05-09,2022-05-16,https://github.com/trailblazer/representable,https://rubygems.org/gems/representable,https://www.rubydoc.info/gems/representable/3.2.0,README.md,Yes,0,,
rubygems,mini_magick,371325238.0,5.4.0,82,81,2009-07-25,2026-08-31,https://github.com/minimagick/minimagick,https://rubygems.org/gems/mini_magick,https://rubydoc.info/gems/mini_magick,README.md,Yes,0,,
rubygems,bootsnap,369450370.0,1.26.0,146,123,2017-03-31,2026-09-04,https://github.com/rails/bootsnap,https://rubygems.org/gems/bootsnap,https://rubydoc.info/gems/bootsnap,README.md,Yes,0,,
rubygems,net-imap,368829984.0,0.6.6,71,71,2020-04-08,2026-07-23,https://github.com/ruby/net-imap,https://rubygems.org/gems/net-imap,https://github.com/ruby/net-imap,README.md,Yes,1,docs/styles.css,
rubygems,uber,368675607.0,0.1.0,16,16,2013-02-07,2016-11-10,https://github.com/apotonick/uber,https://rubygems.org/gems/uber,https://www.rubydoc.info/gems/uber/0.1.0,README.md,Yes,0,,
rubygems,aws-sdk-resources,366023383.0,3.271.0,1325,1298,2015-02-05,2026-08-25,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-resources,https://aws.amazon.com/sdk-for-ruby/,,No,0,,
rubygems,sass,365189059.0,3.7.4,327,97,2011-04-24,2019-04-04,https://github.com/sass/ruby-sass,https://rubygems.org/gems/sass,https://sass-lang.com/,README.md,Yes,0,,
rubygems,declarative,360985975.0,0.0.20,11,11,2015-06-25,2020-06-29,https://github.com/apotonick/declarative,https://rubygems.org/gems/declarative,https://www.rubydoc.info/gems/declarative/0.0.20,README.md,Yes,0,,
rubygems,faraday-em_synchrony,357249224.0,1.0.1,2,2,2021-04-26,2025-06-17,https://github.com/lostisland/faraday-em_synchrony,https://rubygems.org/gems/faraday-em_synchrony,https://rubydoc.info/gems/faraday-em_synchrony,README.md,Yes,0,,
rubygems,capybara,354718067.0,3.40.0,151,139,2009-11-19,2024-01-27,https://github.com/teamcapybara/capybara,https://rubygems.org/gems/capybara,https://rubydoc.info/gems/capybara,README.md,Yes,0,,
rubygems,sinatra,353765751.0,4.2.1,108,83,2009-07-25,2025-10-10,https://github.com/sinatra/sinatra,https://rubygems.org/gems/sinatra,http://sinatrarb.com/,README.md,Yes,0,,
rubygems,selenium-webdriver,353688503.0,4.48.0,261,218,2009-11-13,2026-08-27,https://github.com/seleniumhq/selenium,https://rubygems.org/gems/selenium-webdriver,https://www.selenium.dev/documentation/?tab=ruby,README.md,Yes,0,,
rubygems,timeout,351482312.0,0.6.1,14,14,2020-04-07,2026-03-09,https://github.com/ruby/timeout,https://rubygems.org/gems/timeout,https://rubydoc.info/gems/timeout,README.md,Yes,0,,
rubygems,factory_bot,349202234.0,6.6.0,37,33,2017-10-20,2026-05-04,https://github.com/thoughtbot/factory_bot,https://rubygems.org/gems/factory_bot,https://rubydoc.info/gems/factory_bot,README.md,Yes,0,,
rubygems,request_store,347835052.0,1.7.0,20,20,2012-12-17,2024-05-01,https://github.com/steveklabnik/request_store,https://rubygems.org/gems/request_store,https://github.com/steveklabnik/request_store,README.md,Yes,0,,
rubygems,faraday-em_http,346168207.0,2.0.1,3,3,2021-04-25,2025-06-18,https://github.com/lostisland/faraday-em_http,https://rubygems.org/gems/faraday-em_http,https://rubydoc.info/gems/faraday-em_http,README.md,Yes,0,,
rubygems,aws-sdk-sqs,341742660.0,1.117.0,136,122,2017-08-29,2026-07-09,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-sqs,https://rubydoc.info/gems/aws-sdk-sqs,,No,0,,
rubygems,faker,338413299.0,3.8.0,97,97,2009-07-25,2026-04-16,https://github.com/stympy/faker,https://rubygems.org/gems/faker,https://rubydoc.info/github/faker-ruby/faker,README.md,Yes,0,,
rubygems,xpath,336849107.0,3.2.0,13,11,2010-08-15,2018-10-15,https://github.com/teamcapybara/xpath,https://rubygems.org/gems/xpath,https://github.com/teamcapybara/xpath,README.md,Yes,0,,
rubygems,rdoc,336704129.0,8.0.0,126,109,2009-07-25,2026-06-26,https://github.com/ruby/rdoc,https://rubygems.org/gems/rdoc,https://ruby.github.io/rdoc,README.md,Yes,2,doc/markup_reference/markdown.md; doc/markup_reference/rdoc.rdoc,
rubygems,highline,335740032.0,3.1.2,72,61,2009-07-25,2025-01-06,https://github.com/jeg2/highline,https://rubygems.org/gems/highline,https://github.com/jeg2/highline,README.md,Yes,1,doc/.cvsignore,
rubygems,faraday-httpclient,334123586.0,2.0.2,5,5,2021-07-04,2025-06-17,https://github.com/lostisland/faraday-httpclient,https://rubygems.org/gems/faraday-httpclient,https://rubydoc.info/gems/faraday-httpclient,README.md,Yes,0,,
rubygems,sidekiq,332028509.0,8.1.7,242,232,2012-02-05,2026-08-17,https://github.com/mperham/sidekiq,https://rubygems.org/gems/sidekiq,https://github.com/sidekiq/sidekiq/wiki,README.md,Yes,0,,
rubygems,google-cloud-env,331290096.0,2.4.0,26,26,2017-04-01,2026-07-07,https://github.com/googleapis/ruby-cloud-env,https://rubygems.org/gems/google-cloud-env,https://rubydoc.info/gems/google-cloud-env/2.4.0,README.md,Yes,0,,
rubygems,responders,330964796.0,3.2.1,50,49,2009-12-04,2026-08-27,https://github.com/heartcombo/responders,https://rubygems.org/gems/responders,https://rubydoc.info/gems/responders,README.md,Yes,0,,
rubygems,faraday-patron,330607291.0,2.0.2,4,4,2021-07-04,2025-06-18,https://github.com/lostisland/faraday-patron,https://rubygems.org/gems/faraday-patron,https://github.com/lostisland/faraday-patron,README.md,Yes,0,,
rubygems,arel,329529292.0,9.0.0,63,53,2009-08-07,2017-11-14,https://github.com/rails/arel,https://rubygems.org/gems/arel,http://rdoc.info/projects/rails/arel,README.md,Yes,0,,
rubygems,eventmachine,329492472.0,1.2.7,124,89,2009-07-25,2018-05-12,https://github.com/eventmachine/eventmachine,https://rubygems.org/gems/eventmachine,https://github.com/eventmachine/eventmachine,README.md,Yes,22,docs/DocumentationGuidesIndex.md; docs/GettingStarted.md; docs/old/ChangeLog; docs/old/DEFERRABLES; docs/old/EPOLL; docs/old/INSTALL; docs/old/KEYBOARD; docs/old/LEGAL; docs/old/LIGHTWEIGHT_CONCURRENCY; docs/old/PURE_RUBY; docs/old/RELEASE_NOTES; docs/old/SMTP; docs/old/SPAWNED_PROCESSES; docs/old/TODO; examples/guides/getting_started/01_eventmachine_echo_server.rb; examples/guides/getting_started/02_eventmachine_echo_server_that_recognizes_exit_command.rb; examples/guides/getting_started/03_simple_chat_server.rb; examples/guides/getting_started/04_simple_chat_server_step_one.rb; examples/guides/getting_started/05_simple_chat_server_step_two.rb; examples/guides/getting_started/06_simple_chat_server_step_three.rb; examples/guides/getting_started/07_simple_chat_server_step_four.rb; examples/guides/getting_started/08_simple_chat_server_step_five.rb,
rubygems,faraday-rack,324208034.0,2.1.3,4,4,2021-08-01,2025-06-18,https://github.com/lostisland/faraday-rack,https://rubygems.org/gems/faraday-rack,https://github.com/lostisland/faraday-rack,README.md,Yes,0,,
rubygems,rubocop-performance,321199710.0,1.27.0,61,61,2018-07-10,2026-08-16,https://github.com/rubocop/rubocop-performance,https://rubygems.org/gems/rubocop-performance,https://docs.rubocop.org/rubocop-performance/1.27/,README.md,Yes,0,,
rubygems,memoist,320277638.0,0.16.2,15,15,2012-01-24,2019-12-04,https://github.com/matthewrudy/memoist,https://rubygems.org/gems/memoist,https://github.com/matthewrudy/memoist,README.md,Yes,0,,
rubygems,net-smtp,320022773.0,0.5.1,14,14,2019-11-06,2025-02-05,https://github.com/ruby/net-smtp,https://rubygems.org/gems/net-smtp,https://rubydoc.info/gems/net-smtp,README.md,Yes,0,,
rubygems,rouge,319732219.0,5.1.0,142,141,2012-08-30,2026-08-06,https://github.com/rouge-ruby/rouge,https://rubygems.org/gems/rouge,https://rouge-ruby.github.io/docs/,,No,0,,
rubygems,daemons,315450885.0,1.4.1,38,38,2009-07-25,2021-08-26,https://github.com/thuehlinger/daemons,https://rubygems.org/gems/daemons,http://www.rubydoc.info/gems/daemons,README.md,Yes,0,,
rubygems,jquery-rails,309044968.0,4.6.1,79,76,2010-08-16,2025-10-21,https://github.com/rails/jquery-rails,https://rubygems.org/gems/jquery-rails,https://www.rubydoc.info/gems/jquery-rails/4.6.1,README.md,Yes,0,,
rubygems,jbuilder,308885862.0,2.15.1,89,87,2011-11-30,2026-05-26,https://github.com/rails/jbuilder,https://rubygems.org/gems/jbuilder,https://rubydoc.info/gems/jbuilder,README.md,Yes,0,,
rubygems,digest-crc,306512006.0,0.7.0,16,15,2010-06-01,2025-01-28,https://github.com/postmodern/digest-crc,https://rubygems.org/gems/digest-crc,https://rubydoc.info/gems/digest-crc,README.md,Yes,0,,
rubygems,childprocess,306348991.0,5.1.0,72,67,2010-10-08,2024-08-06,https://github.com/enkessler/childprocess,https://rubygems.org/gems/childprocess,https://www.rubydoc.info/gems/childprocess/5.1.0,README.md,Yes,0,,
rubygems,warden,303230030.0,1.2.9,53,53,2009-07-25,2020-08-31,https://github.com/hassox/warden,https://rubygems.org/gems/warden,https://www.rubydoc.info/gems/warden/1.2.9,README.md,Yes,0,,
rubygems,oj,302456970.0,3.17.6,298,297,2012-02-19,2026-08-10,https://github.com/ohler55/oj,https://rubygems.org/gems/oj,http://www.ohler.com/oj/doc/index.html,README.md,Yes,0,,
rubygems,rubocop-rails,301258033.0,2.37.0,96,96,2019-05-21,2026-08-16,https://github.com/rubocop/rubocop-rails,https://rubygems.org/gems/rubocop-rails,https://docs.rubocop.org/rubocop-rails/2.37/,README.md,Yes,0,,
rubygems,erubis,300263403.0,2.7.0,20,20,2009-07-25,2011-04-01,,https://rubygems.org/gems/erubis,http://www.kuwata-lab.com/erubis/,README.txt,Yes,2,doc/docstyle.css; doc/users-guide.html,
rubygems,launchy,296504969.0,3.1.1,45,45,2009-07-25,2025-02-21,https://github.com/copiousfreetime/launchy,https://rubygems.org/gems/launchy,https://rubydoc.info/gems/launchy,README.md,Yes,0,,
rubygems,uglifier,293446267.0,4.2.1,93,91,2010-11-03,2024-09-22,https://github.com/lautis/uglifier,https://rubygems.org/gems/uglifier,http://www.rubydoc.info/gems/uglifier/,README.md,Yes,0,,
rubygems,date,293328201.0,3.5.1,34,34,2017-05-11,2025-12-10,https://github.com/ruby/date,https://rubygems.org/gems/date,https://rubydoc.info/gems/date,README.md,Yes,0,,
rubygems,ethon,293222792.0,0.18.0,46,46,2012-06-20,2025-11-03,https://github.com/typhoeus/ethon,https://rubygems.org/gems/ethon,https://www.rubydoc.info/gems/ethon/0.18.0,README.md,Yes,0,,
rubygems,sass-rails,293027871.0,6.0.0,48,32,2011-08-31,2019-08-16,https://github.com/rails/sass-rails,https://rubygems.org/gems/sass-rails,https://github.com/rails/sass-rails/blob/master/README.markdown,README.md,Yes,0,,
rubygems,devise,292438114.0,5.0.4,173,153,2009-10-21,2026-05-08,https://github.com/plataformatec/devise,https://rubygems.org/gems/devise,https://rubydoc.info/github/heartcombo/devise,README.md,Yes,0,,
rubygems,mustermann,291677604.0,4.0.0,33,24,2013-04-27,2026-04-27,https://github.com/sinatra/mustermann,https://rubygems.org/gems/mustermann,https://github.com/sinatra/mustermann/tree/main/mustermann#readme,README.md,Yes,0,,
rubygems,rubocop-rspec,290638447.0,3.10.2,142,137,2014-01-26,2026-06-06,https://github.com/rubocop-hq/rubocop-rspec,https://rubygems.org/gems/rubocop-rspec,https://docs.rubocop.org/rubocop-rspec/,README.md,Yes,0,,
rubygems,factory_bot_rails,289486391.0,6.5.1,23,20,2017-10-20,2025-09-05,https://github.com/thoughtbot/factory_bot_rails,https://rubygems.org/gems/factory_bot_rails,https://github.com/thoughtbot/factory_bot_rails,README.md,Yes,0,,
rubygems,net-protocol,288814983.0,0.3.0,8,8,2020-04-07,2026-08-25,https://github.com/ruby/net-protocol,https://rubygems.org/gems/net-protocol,https://rubydoc.info/gems/net-protocol,README.md,Yes,0,,
rubygems,language_server-protocol,286380093.0,3.17.0.1,24,24,2017-09-11,2026-07-03,https://github.com/mtsmfm/language_server-protocol-ruby,https://rubygems.org/gems/language_server-protocol,https://www.rubydoc.info/gems/language_server-protocol/3.17.0.6,README.md,Yes,0,,
rubygems,typhoeus,285595359.0,1.6.0,77,73,2009-10-06,2026-03-10,https://github.com/typhoeus/typhoeus,https://rubygems.org/gems/typhoeus,https://www.rubydoc.info/gems/typhoeus/1.6.0,README.md,Yes,0,,
rubygems,awesome_print,285526299.0,1.9.2,23,21,2010-04-03,2021-03-07,https://github.com/awesome-print/awesome_print,https://rubygems.org/gems/awesome_print,https://www.rubydoc.info/gems/awesome_print/1.9.2,README.md,Yes,0,,
rubygems,pry-byebug,284761605.0,3.12.0,31,31,2013-05-07,2026-01-16,https://github.com/deivid-rodriguez/pry-byebug,https://rubygems.org/gems/pry-byebug,https://rubydoc.info/gems/pry-byebug,README.md,Yes,0,,
rubygems,orm_adapter,283168637.0,0.5.0,13,13,2010-10-06,2013-11-12,https://github.com/ianwhite/orm_adapter,https://rubygems.org/gems/orm_adapter,https://www.rubydoc.info/gems/orm_adapter/0.5.0,README.rdoc,Yes,0,,
rubygems,formatador,280543071.0,1.2.3,34,34,2009-11-27,2025-11-10,https://github.com/geemus/formatador,https://rubygems.org/gems/formatador,https://github.com/geemus/formatador,README.md,Yes,0,,
rubygems,google-apis-core,280026305.0,1.2.5,43,43,2021-01-01,2026-07-20,https://github.com/googleapis/google-api-ruby-client,https://rubygems.org/gems/google-apis-core,https://googleapis.dev/ruby/google-apis-core/v1.2.5,,No,0,,
rubygems,google-cloud-core,278167727.0,1.9.0,25,25,2016-08-27,2026-06-11,https://github.com/googleapis/google-cloud-ruby,https://rubygems.org/gems/google-cloud-core,http://googlecloudplatform.github.io/google-cloud-ruby/#/docs/google-cloud-core/latest,README.md,Yes,0,,
rubygems,aws-sdk-ssm,276520107.0,1.220.0,235,220,2017-08-29,2026-07-21,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-ssm,https://rubydoc.info/gems/aws-sdk-ssm,,No,0,,
rubygems,http-accept,274809149.0,2.2.2,17,17,2016-02-03,2026-09-06,https://github.com/ioquatix/http-accept,https://rubygems.org/gems/http-accept,https://rubydoc.info/gems/http-accept,readme.md,Yes,0,,
rubygems,oauth2,273444936.0,2.0.25,79,76,2010-04-22,2026-07-15,https://github.com/ruby-oauth/oauth2,https://rubygems.org/gems/oauth2,https://oauth2.galtzo.com,README.md,Yes,0,,
rubygems,rack-cors,271297599.0,3.0.0,27,26,2010-06-03,2025-05-16,https://github.com/cyu/rack-cors,https://rubygems.org/gems/rack-cors,https://github.com/cyu/rack-cors,README.md,Yes,0,,
rubygems,shoulda-matchers,270007865.0,8.0.1,65,54,2011-11-02,2026-06-12,https://github.com/thoughtbot/shoulda-matchers,https://rubygems.org/gems/shoulda-matchers,https://matchers.shoulda.io/docs,README.md,Yes,1,docs/errors/NonCaseSwappableValueError.md,
rubygems,timecop,269857712.0,0.9.11,51,49,2009-07-25,2026-04-12,https://github.com/travisjeffery/timecop,https://rubygems.org/gems/timecop,https://rubydoc.info/gems/timecop,README.markdown,Yes,0,,
rubygems,rspec_junit_formatter,269445516.0,0.6.0,25,17,2011-05-24,2022-09-29,https://github.com/sj26/rspec_junit_formatter,https://rubygems.org/gems/rspec_junit_formatter,https://rubydoc.info/gems/rspec_junit_formatter,README.md,Yes,0,,
rubygems,kaminari,269174084.0,1.2.2,53,51,2011-02-06,2021-12-25,https://github.com/kaminari/kaminari,https://rubygems.org/gems/kaminari,https://github.com/kaminari/kaminari,README.md,Yes,0,,
rubygems,simplecov_json_formatter,267572933.0,0.1.4,4,4,2020-08-31,2022-02-14,https://github.com/fede-moya/simplecov_json_formatter,https://rubygems.org/gems/simplecov_json_formatter,https://github.com/fede-moya/simplecov_json_formatter,README.md,Yes,0,,
rubygems,CFPropertyList,266452910.0,4.0.0,43,42,2010-07-05,2025-11-19,https://github.com/ckruse/cfpropertylist,https://rubygems.org/gems/CFPropertyList,https://www.rubydoc.info/gems/CFPropertyList/4.0.0,README.md,Yes,0,,
rubygems,coffee-script-source,264795892.0,1.12.2,32,32,2010-11-12,2016-12-16,,https://rubygems.org/gems/coffee-script-source,http://coffeescript.org,,No,0,,
rubygems,google-cloud-errors,264528496.0,1.7.0,11,11,2019-12-27,2026-07-09,https://github.com/googleapis/google-cloud-ruby,https://rubygems.org/gems/google-cloud-errors,https://www.rubydoc.info/gems/google-cloud-errors/1.7.0,README.md,Yes,0,,
rubygems,aws-sdk-ec2,261212916.0,1.644.0,662,644,2017-08-29,2026-09-08,https://github.com/aws/aws-sdk-ruby,https://rubygems.org/gems/aws-sdk-ec2,https://rubydoc.info/gems/aws-sdk-ec2,,No,0,,
rubygems,drb,260254066.0,2.2.3,8,8,2020-12-03,2025-05-21,https://github.com/ruby/drb,https://rubygems.org/gems/drb,https://rubydoc.info/gems/drb,,No,0,,
