gem,version,released,status,gem_bytes,rb_files,native_files,functions,functions_ruby,functions_native,functions_public,functions_private,functions_protected,functions_module_function,native_languages,lines_code,lines_total,parse_errors,added,removed,net,running_total,drift
omniauth-azure-activedirectory-v2,2.4.0,2024-10-22,ok,13824.0,4.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,,99.0,137.0,0.0,3.0,0.0,3.0,3.0,0.0
mercenary,0.4.0,2020-01-18,ok,17920.0,6.0,0.0,61.0,63.0,0.0,61.0,0.0,0.0,0.0,,304.0,562.0,0.0,61.0,0.0,61.0,61.0,0.0
resque-scheduler,5.0.0,2026-01-15,ok,49152.0,21.0,0.0,203.0,203.0,0.0,161.0,42.0,0.0,0.0,,1521.0,2205.0,0.0,203.0,0.0,203.0,203.0,0.0
inflecto,0.0.2,2013-01-22,ok,16384.0,3.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,,196.0,574.0,0.0,25.0,0.0,25.0,25.0,0.0
azure-storage-blob,2.0.3,2021-12-06,ok,38912.0,11.0,0.0,116.0,116.0,0.0,101.0,0.0,15.0,0.0,,1260.0,4281.0,0.0,116.0,0.0,116.0,116.0,0.0
rgeo,3.1.0,2026-01-20,ok,120832.0,74.0,24.0,1342.0,1206.0,150.0,1231.0,111.0,0.0,11.0,c,7928.0,13923.0,0.0,1342.0,0.0,1342.0,1342.0,0.0
parseconfig,1.1.2,2021-09-30,ok,10240.0,2.0,0.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,,140.0,214.0,0.0,20.0,0.0,20.0,20.0,0.0
rbnacl,7.1.2,2024-10-15,ok,43008.0,37.0,0.0,192.0,196.0,0.0,168.0,23.0,1.0,23.0,,1736.0,3623.0,0.0,192.0,0.0,192.0,192.0,0.0
asciidoctor-include-ext,0.4.0,2022-03-29,ok,11776.0,8.0,0.0,29.0,29.0,0.0,14.0,1.0,14.0,1.0,,257.0,471.0,0.0,29.0,0.0,29.0,29.0,0.0
datadog,2.42.0,2026-08-31,ok,948224.0,966.0,62.0,5308.0,5193.0,141.0,4293.0,936.0,79.0,597.0,c,52964.0,81607.0,0.0,5308.0,0.0,5308.0,5308.0,0.0
omniauth_openid_connect,0.8.0,2024-07-04,ok,23040.0,5.0,0.0,49.0,49.0,0.0,20.0,29.0,0.0,0.0,,398.0,527.0,0.0,49.0,0.0,49.0,49.0,0.0
slack-messenger,2.3.6,2024-07-04,ok,14848.0,14.0,0.0,54.0,54.0,0.0,41.0,13.0,0.0,0.0,,435.0,592.0,0.0,54.0,0.0,54.0,54.0,0.0
gitlab_chronic_duration,0.12.0,2023-09-18,ok,12288.0,2.0,0.0,20.0,20.0,0.0,8.0,12.0,0.0,0.0,,251.0,316.0,0.0,20.0,0.0,20.0,20.0,0.0
opentelemetry-instrumentation-http_client,0.29.0,2026-04-15,ok,13312.0,12.0,0.0,26.0,26.0,0.0,6.0,20.0,0.0,0.0,,388.0,575.0,0.0,26.0,0.0,26.0,26.0,0.0
backport,1.2.0,2021-06-13,ok,12288.0,11.0,0.0,63.0,63.0,0.0,51.0,12.0,0.0,0.0,,384.0,673.0,0.0,63.0,0.0,63.0,63.0,0.0
gitlab-mail_room,1.1.0,2026-06-18,ok,41984.0,28.0,0.0,190.0,198.0,0.0,118.0,72.0,0.0,0.0,,1220.0,1720.0,0.0,190.0,0.0,190.0,190.0,0.0
opentelemetry-instrumentation-active_job,0.13.0,2026-06-16,ok,17408.0,12.0,0.0,28.0,28.0,0.0,24.0,4.0,0.0,2.0,,331.0,636.0,0.0,28.0,0.0,28.0,28.0,0.0
graphql-docs,6.0.0,2026-01-22,ok,45568.0,8.0,0.0,80.0,80.0,0.0,51.0,29.0,0.0,0.0,,987.0,1754.0,0.0,80.0,0.0,80.0,80.0,0.0
font-awesome-sass,6.7.2,2024-12-17,ok,687616.0,5.0,0.0,11.0,11.0,0.0,9.0,2.0,0.0,0.0,,101.0,123.0,0.0,11.0,0.0,11.0,11.0,0.0
opentelemetry-instrumentation-pg,0.37.0,2026-08-05,ok,16896.0,8.0,0.0,27.0,28.0,0.0,6.0,21.0,0.0,1.0,,418.0,609.0,0.0,27.0,0.0,27.0,27.0,0.0
ruby-fogbugz,0.3.0,2017-02-10,ok,9728.0,5.0,0.0,21.0,21.0,0.0,21.0,0.0,0.0,0.0,,101.0,126.0,0.0,21.0,0.0,21.0,21.0,0.0
opentelemetry-instrumentation-concurrent_ruby,0.25.0,2026-04-15,ok,11264.0,6.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,0.0,,64.0,129.0,0.0,3.0,0.0,3.0,3.0,0.0
mini_racer,0.22.1,2026-08-27,ok,56832.0,6.0,5.0,83.0,63.0,21.0,53.0,30.0,0.0,0.0,c+cpp,885.0,1081.0,0.0,83.0,0.0,83.0,83.0,0.0
html2haml,2.3.0,2022-10-06,ok,21504.0,5.0,0.0,64.0,64.0,0.0,31.0,27.0,6.0,0.0,,598.0,972.0,0.0,64.0,0.0,64.0,64.0,0.0
pry-nav,1.0.0,2021-11-02,ok,11776.0,7.0,0.0,19.0,22.0,0.0,18.0,1.0,0.0,0.0,,169.0,233.0,0.0,19.0,0.0,19.0,19.0,0.0
gitlab-net-dns,0.15.0,2025-07-14,ok,60416.0,26.0,0.0,362.0,379.0,0.0,229.0,133.0,0.0,0.0,,2714.0,5397.0,0.0,362.0,0.0,362.0,362.0,0.0
compass-import-once,1.0.5,2014-08-04,ok,9728.0,6.0,0.0,19.0,19.0,0.0,11.0,0.0,8.0,0.0,,134.0,177.0,0.0,19.0,0.0,19.0,19.0,0.0
rails_12factor,0.0.3,2014-10-14,ok,8192.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
extended-markdown-filter,0.7.0,2018-11-13,ok,11776.0,9.0,0.0,14.0,14.0,0.0,14.0,0.0,0.0,0.0,,158.0,198.0,0.0,14.0,0.0,14.0,14.0,0.0
figaro,1.3.0,2025-06-25,ok,19456.0,11.0,0.0,54.0,54.0,0.0,27.0,27.0,0.0,0.0,,289.0,379.0,0.0,54.0,0.0,54.0,54.0,0.0
gitlab-chronic,0.10.6,2020-01-03,ok,44544.0,37.0,0.0,302.0,302.0,0.0,283.0,19.0,0.0,46.0,,2580.0,3501.0,0.0,302.0,0.0,302.0,302.0,0.0
grape-swagger-entity,0.7.1,2026-01-28,ok,18944.0,6.0,0.0,42.0,42.0,0.0,15.0,27.0,0.0,0.0,,326.0,434.0,0.0,42.0,0.0,42.0,42.0,0.0
rspec_profiling,0.0.9,2024-03-12,ok,19968.0,14.0,0.0,108.0,109.0,0.0,66.0,42.0,0.0,0.0,,617.0,768.0,0.0,108.0,0.0,108.0,108.0,0.0
active_record_query_trace,1.9,2026-01-20,ok,7168.0,2.0,0.0,40.0,40.0,0.0,25.0,15.0,0.0,0.0,,181.0,250.0,0.0,40.0,0.0,40.0,40.0,0.0
activerecord-explain-analyze,0.1.0,2017-10-27,ok,8192.0,4.0,0.0,5.0,5.0,0.0,4.0,1.0,0.0,0.0,,69.0,87.0,0.0,5.0,0.0,5.0,5.0,0.0
aws-sdk-proton,1.72.0,2026-07-09,ok,94208.0,12.0,0.0,152.0,152.0,0.0,148.0,4.0,0.0,0.0,,5514.0,17200.0,0.0,152.0,0.0,152.0,152.0,0.0
colorator,1.1.0,2016-06-29,ok,7168.0,2.0,0.0,11.0,13.0,0.0,11.0,0.0,0.0,7.0,,75.0,122.0,0.0,11.0,0.0,11.0,11.0,0.0
pry-remote,0.1.8,2014-01-29,ok,8192.0,1.0,0.0,39.0,40.0,0.0,39.0,0.0,0.0,0.0,,217.0,327.0,0.0,39.0,0.0,39.0,39.0,0.0
mixlib-install,3.19.2,2026-08-06,ok,51712.0,17.0,0.0,173.0,173.0,0.0,144.0,29.0,0.0,0.0,,1812.0,2908.0,0.0,173.0,0.0,173.0,173.0,0.0
safely_block,1.0.0,2026-04-02,ok,8192.0,4.0,0.0,15.0,15.0,0.0,15.0,0.0,0.0,0.0,,114.0,141.0,0.0,15.0,0.0,15.0,15.0,0.0
gitlab-fog-azure-rm,2.5.0,2026-03-31,ok,138752.0,134.0,0.0,726.0,730.0,0.0,669.0,41.0,16.0,0.0,,6952.0,13975.0,0.0,726.0,0.0,726.0,726.0,0.0
jekyll-watch,2.2.1,2019-03-22,ok,6144.0,4.0,0.0,12.0,12.0,0.0,3.0,9.0,0.0,0.0,,116.0,171.0,0.0,12.0,0.0,12.0,12.0,0.0
opentelemetry-instrumentation-graphql,0.32.0,2026-04-15,ok,14336.0,8.0,0.0,38.0,38.0,0.0,23.0,15.0,0.0,0.0,,410.0,578.0,0.0,38.0,0.0,38.0,38.0,0.0
fiber-annotation,0.2.0,2023-06-05,ok,10240.0,2.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,,35.0,70.0,0.0,5.0,0.0,5.0,5.0,0.0
anyway_config,2.8.1,2026-07-23,ok,54272.0,66.0,0.0,230.0,686.0,0.0,186.0,44.0,0.0,1.0,,4779.0,6564.0,0.0,230.0,0.0,230.0,230.0,0.0
opentelemetry-instrumentation-ethon,0.29.0,2026-04-15,ok,14336.0,10.0,0.0,43.0,43.0,0.0,26.0,17.0,0.0,0.0,,483.0,698.0,0.0,43.0,0.0,43.0,43.0,0.0
dumb_delegator,1.1.0,2024-12-17,ok,9216.0,3.0,0.0,12.0,12.0,0.0,10.0,2.0,0.0,0.0,,68.0,149.0,0.0,12.0,0.0,12.0,12.0,0.0
aws-sdk-chimesdkmessaging,1.67.0,2026-07-09,ok,60416.0,11.0,0.0,93.0,93.0,0.0,91.0,2.0,0.0,0.0,,3105.0,9122.0,0.0,93.0,0.0,93.0,93.0,0.0
datadog-ci,1.38.1,2026-09-07,ok,163328.0,246.0,14.0,1852.0,1846.0,6.0,1500.0,348.0,4.0,23.0,c,14452.0,20624.0,0.0,1852.0,0.0,1852.0,1852.0,0.0
io-like,0.4.0,2025-06-07,ok,37376.0,14.0,0.0,228.0,228.0,0.0,184.0,42.0,2.0,0.0,,2130.0,5071.0,0.0,228.0,0.0,228.0,228.0,0.0
data_migrate,11.3.1,2025-10-27,ok,20480.0,21.0,0.0,120.0,121.0,0.0,94.0,21.0,5.0,0.0,,882.0,1137.0,2.0,120.0,0.0,120.0,120.0,0.0
ruby-debug-ide,0.7.5,2025-02-03,ok,46080.0,39.0,0.0,429.0,429.0,0.0,404.0,16.0,9.0,0.0,,3056.0,3707.0,1.0,429.0,0.0,429.0,429.0,0.0
sentry-ruby-core,7.0.0,2026-09-01,ok,103424.0,94.0,0.0,1063.0,1065.0,0.0,938.0,121.0,4.0,13.0,,6307.0,10013.0,0.0,1063.0,0.0,1063.0,1063.0,0.0
tty-table,0.12.0,2020-09-20,ok,29696.0,36.0,0.0,265.0,271.0,0.0,241.0,7.0,17.0,0.0,,1456.0,3422.0,0.0,265.0,0.0,265.0,265.0,0.0
circuitbox,2.0.0,2023-05-04,ok,13824.0,15.0,0.0,95.0,95.0,0.0,63.0,32.0,0.0,2.0,,533.0,813.0,0.0,95.0,0.0,95.0,95.0,0.0
aws-sdk-opensearchservice,1.108.0,2026-08-27,ok,173056.0,11.0,0.0,128.0,128.0,0.0,126.0,2.0,0.0,0.0,,6766.0,21937.0,0.0,128.0,0.0,128.0,128.0,0.0
compass-core,1.0.3,2015-01-16,ok,137728.0,41.0,0.0,424.0,424.0,0.0,385.0,36.0,3.0,0.0,,3550.0,4436.0,0.0,424.0,0.0,424.0,424.0,0.0
fog-dynect,0.5.0,2021-04-28,ok,17920.0,19.0,0.0,56.0,56.0,0.0,54.0,2.0,0.0,0.0,,906.0,1137.0,0.0,56.0,0.0,56.0,56.0,0.0
spoom,1.8.7,2026-07-31,ok,102400.0,98.0,0.0,934.0,942.0,0.0,808.0,126.0,0.0,0.0,,8773.0,13233.0,5.0,934.0,0.0,934.0,934.0,0.0
fluent-plugin-cloudwatch-logs,0.15.0,2025-05-14,ok,26624.0,4.0,0.0,40.0,40.0,0.0,12.0,28.0,0.0,0.0,,843.0,966.0,0.0,40.0,0.0,40.0,40.0,0.0
aws-sdk-account,1.62.0,2026-07-27,ok,35328.0,12.0,0.0,56.0,56.0,0.0,54.0,2.0,0.0,0.0,,1074.0,3916.0,0.0,56.0,0.0,56.0,56.0,0.0
fluent-plugin-opensearch,1.1.6,2026-05-28,ok,93696.0,13.0,0.0,127.0,129.0,0.0,127.0,0.0,0.0,0.0,,1951.0,2647.0,0.0,127.0,0.0,127.0,127.0,0.0
opentelemetry-instrumentation-aws_sdk,0.13.0,2026-08-18,ok,15872.0,10.0,0.0,36.0,36.0,0.0,22.0,14.0,0.0,0.0,,397.0,596.0,0.0,36.0,0.0,36.0,36.0,0.0
cssbundling-rails,1.4.3,2025-03-03,ok,11776.0,10.0,0.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,,178.0,227.0,0.0,6.0,0.0,6.0,6.0,0.0
flay,2.14.4,2026-04-14,ok,24576.0,4.0,0.0,74.0,76.0,0.0,74.0,0.0,0.0,0.0,,597.0,915.0,0.0,74.0,0.0,74.0,74.0,0.0
png_quantizator,0.2.1,2015-08-04,ok,131072.0,2.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,,54.0,70.0,0.0,4.0,0.0,4.0,4.0,0.0
gitlab-experiment,2.0.0,2026-07-22,ok,44544.0,26.0,0.0,200.0,203.0,0.0,148.0,44.0,8.0,0.0,,1324.0,2084.0,0.0,200.0,0.0,200.0,200.0,0.0
aws-sdk-route53recoverycluster,1.60.0,2026-07-09,ok,26624.0,11.0,0.0,47.0,47.0,0.0,45.0,2.0,0.0,0.0,,680.0,2018.0,0.0,47.0,0.0,47.0,47.0,0.0
omniauth-atlassian-oauth2,0.2.0,2019-03-02,ok,9216.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,62.0,95.0,0.0,1.0,0.0,1.0,1.0,0.0
dry-monads,1.10.0,2026-04-24,ok,38912.0,29.0,0.0,370.0,371.0,0.0,330.0,34.0,6.0,3.0,,2106.0,4213.0,1.0,370.0,0.0,370.0,370.0,0.0
aws-sdk-route53recoverycontrolconfig,1.60.0,2026-07-09,ok,40960.0,12.0,0.0,75.0,75.0,0.0,71.0,4.0,0.0,0.0,,1735.0,4801.0,0.0,75.0,0.0,75.0,75.0,0.0
aws-sdk-route53recoveryreadiness,1.58.0,2026-07-09,ok,36352.0,11.0,0.0,59.0,59.0,0.0,57.0,2.0,0.0,0.0,,1813.0,4735.0,0.0,59.0,0.0,59.0,59.0,0.0
shoryuken,7.0.3,2026-07-10,ok,146432.0,53.0,0.0,363.0,363.0,0.0,279.0,84.0,0.0,2.0,,2550.0,5756.0,0.0,363.0,0.0,363.0,363.0,0.0
airbrake-ruby,6.2.2,2023-10-04,ok,43008.0,56.0,0.0,452.0,454.0,0.0,368.0,84.0,0.0,0.0,,2938.0,5194.0,0.0,452.0,0.0,452.0,452.0,0.0
cucumber-rails,4.1.0,2026-07-03,ok,16384.0,20.0,0.0,60.0,61.0,0.0,37.0,21.0,2.0,0.0,,510.0,698.0,0.0,60.0,0.0,60.0,60.0,0.0
nested_form,0.3.2,2013-04-05,ok,483840.0,6.0,0.0,13.0,13.0,0.0,11.0,2.0,0.0,0.0,,175.0,239.0,0.0,13.0,0.0,13.0,13.0,0.0
sorbet-static-and-runtime,0.6.13486,2026-09-06,ok,4608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bcrypt-ruby,3.1.5,2014-02-21,ok,9216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
dante,0.2.0,2013-12-04,ok,11776.0,3.0,0.0,26.0,26.0,0.0,20.0,0.0,6.0,0.0,,208.0,307.0,0.0,26.0,0.0,26.0,26.0,0.0
aws-sdk-chimesdkidentity,1.60.0,2026-07-09,ok,39936.0,11.0,0.0,72.0,72.0,0.0,70.0,2.0,0.0,0.0,,1889.0,5039.0,0.0,72.0,0.0,72.0,72.0,0.0
google_drive,3.0.7,2021-04-13,ok,28672.0,17.0,0.0,261.0,284.0,0.0,244.0,16.0,1.0,8.0,,1888.0,3067.0,0.0,261.0,0.0,261.0,261.0,0.0
i18n-tasks,1.1.2,2025-11-27,ok,84992.0,95.0,0.0,709.0,711.0,0.0,492.0,123.0,94.0,15.0,,6264.0,8372.0,0.0,709.0,0.0,709.0,709.0,0.0
fastlane-plugin-appcenter,2.1.3,2025-01-23,ok,24064.0,7.0,0.0,64.0,64.0,0.0,64.0,0.0,0.0,0.0,,1957.0,2302.0,0.0,64.0,0.0,64.0,64.0,0.0
asciidoctor-kroki,1.0.1,2026-07-15,ok,44544.0,4.0,0.0,44.0,44.0,0.0,22.0,16.0,6.0,0.0,,382.0,521.0,0.0,44.0,0.0,44.0,44.0,0.0
http-2,1.2.2,2026-08-25,ok,56832.0,19.0,0.0,159.0,165.0,0.0,119.0,40.0,0.0,7.0,,2624.0,4170.0,0.0,159.0,0.0,159.0,159.0,0.0
aws-sdk-voiceid,1.60.0,2026-07-09,ok,47104.0,11.0,0.0,60.0,60.0,0.0,58.0,2.0,0.0,0.0,,2015.0,5928.0,0.0,60.0,0.0,60.0,60.0,0.0
test_file_finder,0.3.1,2024-03-28,ok,17920.0,10.0,0.0,36.0,36.0,0.0,25.0,11.0,0.0,0.0,,339.0,471.0,0.0,36.0,0.0,36.0,36.0,0.0
google-apis-dns_v1,0.55.0,2026-07-26,ok,40448.0,6.0,0.0,692.0,692.0,0.0,691.0,0.0,1.0,0.0,,2420.0,5867.0,0.0,692.0,0.0,692.0,692.0,0.0
fluent-plugin-aws-elasticsearch-service,2.4.1,2021-04-21,ok,10752.0,1.0,0.0,15.0,15.0,0.0,11.0,4.0,0.0,0.0,,172.0,234.0,0.0,15.0,0.0,15.0,15.0,0.0
mize,0.6.1,2024-10-17,ok,13312.0,10.0,0.0,29.0,29.0,0.0,21.0,8.0,0.0,0.0,,226.0,320.0,0.0,29.0,0.0,29.0,29.0,0.0
aws-sdk-memorydb,1.65.0,2026-07-09,ok,72192.0,11.0,0.0,119.0,119.0,0.0,117.0,2.0,0.0,0.0,,3381.0,10555.0,0.0,119.0,0.0,119.0,119.0,0.0
aws-sdk-snowdevicemanagement,1.54.0,2026-07-09,ok,34304.0,11.0,0.0,43.0,43.0,0.0,41.0,2.0,0.0,0.0,,1173.0,3253.0,0.0,43.0,0.0,43.0,43.0,0.0
google-apis-monitoring_v3,0.85.0,2026-06-14,ok,87552.0,6.0,0.0,1245.0,1245.0,0.0,1244.0,0.0,1.0,0.0,,4195.0,10794.0,0.0,1245.0,0.0,1245.0,1245.0,0.0
discard,2.0.0,2026-05-27,ok,14848.0,4.0,0.0,20.0,20.0,0.0,16.0,4.0,0.0,0.0,,98.0,233.0,0.0,20.0,0.0,20.0,20.0,0.0
coverband,6.2.2,2026-08-08,ok,253440.0,59.0,0.0,626.0,627.0,0.0,492.0,122.0,12.0,0.0,,4203.0,5712.0,0.0,626.0,0.0,626.0,626.0,0.0
google-apis-compute_v1,0.154.0,2026-08-30,ok,635904.0,6.0,0.0,16702.0,16718.0,0.0,16701.0,0.0,1.0,0.0,,57057.0,162451.0,0.0,16702.0,0.0,16702.0,16702.0,0.0
benchmark-perf,0.6.0,2020-02-24,ok,10752.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
graphlient,0.9.0,2026-08-02,ok,236032.0,30.0,0.0,101.0,101.0,0.0,69.0,32.0,0.0,0.0,,682.0,926.0,0.0,101.0,0.0,101.0,101.0,0.0
aws-sdk-chimesdkmeetings,1.68.0,2026-07-09,ok,45056.0,11.0,0.0,82.0,82.0,0.0,80.0,2.0,0.0,0.0,,1492.0,4830.0,0.0,82.0,0.0,82.0,82.0,0.0
aws-sdk-connectwisdomservice,1.65.0,2026-07-09,ok,61952.0,11.0,0.0,75.0,75.0,0.0,73.0,2.0,0.0,0.0,,2836.0,8936.0,0.0,75.0,0.0,75.0,75.0,0.0
koala,3.7.0,2025-08-27,ok,5522944.0,18.0,0.0,253.0,254.0,0.0,215.0,19.0,19.0,0.0,,1236.0,2553.0,0.0,253.0,0.0,253.0,253.0,0.0
google-apis-pubsub_v1,0.71.0,2026-09-06,ok,46080.0,6.0,0.0,621.0,621.0,0.0,620.0,0.0,1.0,0.0,,2326.0,5843.0,0.0,621.0,0.0,621.0,621.0,0.0
popper_js,2.11.8,2023-08-13,ok,12288.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
bootstrap,5.3.8,2026-01-11,ok,169984.0,8.0,0.0,47.0,47.0,0.0,32.0,3.0,12.0,0.0,,382.0,471.0,0.0,47.0,0.0,47.0,47.0,0.0
benchmark-trend,0.4.0,2020-03-07,ok,11776.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
tapioca,0.19.2,2026-06-25,ok,138240.0,133.0,0.0,837.0,841.0,0.0,457.0,373.0,7.0,0.0,,9988.0,16564.0,3.0,837.0,0.0,837.0,837.0,0.0
statsd-instrument,4.0.0,2026-08-20,ok,89088.0,35.0,0.0,337.0,337.0,0.0,284.0,45.0,8.0,0.0,,2771.0,4401.0,0.0,337.0,0.0,337.0,337.0,0.0
opentelemetry-instrumentation-excon,0.29.1,2026-04-28,ok,14848.0,13.0,0.0,47.0,47.0,0.0,17.0,30.0,0.0,0.0,,586.0,836.0,0.0,47.0,0.0,47.0,47.0,0.0
amatch,0.7.0,2026-06-05,ok,41472.0,6.0,4.0,69.0,0.0,69.0,69.0,0.0,0.0,0.0,c,60.0,73.0,0.0,69.0,0.0,69.0,69.0,0.0
aws-sdk-nimblestudio,1.41.0,2024-10-15,ok,75264.0,12.0,0.0,181.0,181.0,0.0,176.0,5.0,0.0,0.0,,4301.0,11783.0,0.0,181.0,0.0,181.0,181.0,0.0
benchmark-malloc,0.2.0,2020-03-07,ok,8192.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
google-apis-sqladmin_v1beta4,0.105.0,2026-09-06,ok,86016.0,6.0,0.0,2018.0,2018.0,0.0,2017.0,0.0,1.0,0.0,,6004.0,13581.0,0.0,2018.0,0.0,2018.0,2018.0,0.0
netaddr,2.0.6,2022-07-08,ok,23552.0,10.0,0.0,116.0,116.0,0.0,99.0,13.0,4.0,0.0,,1126.0,1588.0,0.0,116.0,0.0,116.0,116.0,0.0
aws-sdk-cloudcontrolapi,1.56.0,2026-07-09,ok,36352.0,12.0,0.0,71.0,71.0,0.0,67.0,4.0,0.0,0.0,,1166.0,3861.0,0.0,71.0,0.0,71.0,71.0,0.0
roo-xls,2.0.0,2026-01-05,ok,1062400.0,5.0,0.0,60.0,60.0,0.0,43.0,17.0,0.0,0.0,,567.0,727.0,0.0,60.0,0.0,60.0,60.0,0.0
undercover,0.8.5,2026-04-21,ok,2848768.0,14.0,0.0,162.0,162.0,0.0,116.0,46.0,0.0,0.0,,900.0,1222.0,0.0,162.0,0.0,162.0,162.0,0.0
rspec-benchmark,0.6.0,2020-03-09,ok,15872.0,2.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,,20.0,46.0,0.0,4.0,0.0,4.0,4.0,0.0
aws-sdk-kafkaconnect,1.61.0,2026-08-31,ok,44032.0,12.0,0.0,50.0,50.0,0.0,48.0,2.0,0.0,0.0,,1952.0,5445.0,0.0,50.0,0.0,50.0,50.0,0.0
naught,2.3.0,2026-03-04,ok,18432.0,21.0,0.0,130.0,131.0,0.0,101.0,29.0,0.0,9.0,,658.0,1466.0,0.0,130.0,0.0,130.0,130.0,0.0
enumerize,3.0.0,2026-08-04,ok,40960.0,27.0,0.0,167.0,167.0,0.0,115.0,52.0,0.0,0.0,,1170.0,1566.0,0.0,167.0,0.0,167.0,167.0,0.0
passenger,6.2.0,2026-08-18,ok,7342080.0,129.0,3788.0,1215.0,1236.0,11.0,707.0,464.0,44.0,0.0,c+cpp,34490.0,42367.0,0.0,1215.0,0.0,1215.0,1215.0,0.0
secure_headers,7.3.0,2026-06-03,ok,37888.0,23.0,0.0,207.0,207.0,0.0,126.0,81.0,0.0,0.0,,1739.0,2450.0,0.0,207.0,0.0,207.0,207.0,0.0
hirb,0.7.3,2015-01-23,ok,46080.0,31.0,0.0,233.0,240.0,0.0,231.0,2.0,0.0,0.0,,1369.0,2074.0,0.0,233.0,0.0,233.0,233.0,0.0
journey,1.0.4,2012-06-14,ok,28672.0,22.0,0.0,282.0,285.0,0.0,232.0,50.0,0.0,0.0,,1544.0,2028.0,0.0,282.0,0.0,282.0,282.0,0.0
pathutil,0.16.2,2018-10-30,ok,11776.0,3.0,0.0,81.0,97.0,0.0,73.0,8.0,0.0,0.0,,628.0,1048.0,0.0,81.0,0.0,81.0,81.0,0.0
aws-sdk-rails,5.2.0,2026-08-11,ok,13824.0,5.0,0.0,34.0,34.0,0.0,11.0,23.0,0.0,0.0,,288.0,463.0,0.0,34.0,0.0,34.0,34.0,0.0
waterdrop,2.10.4,2026-08-26,ok,92160.0,46.0,0.0,246.0,246.0,0.0,189.0,57.0,0.0,0.0,,2705.0,5476.0,0.0,246.0,0.0,246.0,246.0,0.0
aws-sdk-managedgrafana,1.66.0,2026-07-09,ok,53760.0,12.0,0.0,70.0,70.0,0.0,68.0,2.0,0.0,0.0,,1900.0,6161.0,0.0,70.0,0.0,70.0,70.0,0.0
imagen,0.2.0,2024-08-25,ok,10240.0,8.0,0.0,64.0,64.0,0.0,60.0,4.0,0.0,0.0,,307.0,423.0,0.0,64.0,0.0,64.0,64.0,0.0
aws-sdk-panorama,1.59.0,2026-06-29,ok,53248.0,11.0,0.0,76.0,76.0,0.0,74.0,2.0,0.0,0.0,,2584.0,7073.0,0.0,76.0,0.0,76.0,76.0,0.0
rbi,0.4.3,2026-08-05,ok,55296.0,30.0,0.0,892.0,893.0,0.0,677.0,215.0,0.0,0.0,,6079.0,9276.0,4.0,892.0,0.0,892.0,892.0,0.0
unicorn-worker-killer,0.4.5,2021-04-14,ok,9216.0,2.0,0.0,17.0,17.0,0.0,17.0,0.0,0.0,0.0,,92.0,127.0,0.0,17.0,0.0,17.0,17.0,0.0
forwardable-extended,2.6.0,2016-04-06,ok,6656.0,2.0,0.0,9.0,9.0,0.0,7.0,2.0,0.0,0.0,,132.0,213.0,0.0,9.0,0.0,9.0,9.0,0.0
fluent-plugin-gcloud-pubsub-custom,1.6.0,2021-06-17,ok,16384.0,3.0,0.0,37.0,37.0,0.0,26.0,11.0,0.0,0.0,,422.0,499.0,0.0,37.0,0.0,37.0,37.0,0.0
github-markup,6.0.0,2026-05-05,ok,68608.0,8.0,0.0,40.0,40.0,0.0,35.0,5.0,0.0,0.0,,320.0,393.0,0.0,40.0,0.0,40.0,40.0,0.0
ruby-magic,0.6.0,2023-03-14,ok,1224704.0,6.0,5.0,67.0,42.0,25.0,64.0,3.0,0.0,0.0,c,486.0,856.0,0.0,67.0,0.0,67.0,67.0,0.0
declarative_policy,2.1.0,2026-03-13,ok,33792.0,15.0,0.0,203.0,203.0,0.0,187.0,15.0,1.0,0.0,,991.0,1575.0,0.0,203.0,0.0,203.0,203.0,0.0
flamegraph,0.9.5,2016-05-13,ok,108544.0,8.0,0.0,10.0,10.0,0.0,8.0,2.0,0.0,0.0,,198.0,258.0,0.0,10.0,0.0,10.0,10.0,0.0
